name,link_id,from_node_id,to_node_id,direction,length,lanes,free_speed,capacity,link_type,same_link_id,oppo_link_id,local_y,display_sequence,second,minTT,maxTT,headway
,0,1644,1640,0,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,1,16602,1644,0,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,2,1646,1644,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,3,1661,16602,0,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,4,1662,16602,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,5,1663,1661,0,0.45,1,0.01,1,13,1000,1000,0,,45,480,540,1
,6,1664,1662,0,0.45,1,0.01,1,0,1000,1000,0,,45,4,5,1
,7,1676,1663,0,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,8,1676,1664,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,9,1682,1676,0,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,10,1682,1680,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,11,1685,1682,0,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,12,1685,1640,0,1000,1,0.01,1,12,1000,1000,0,,1000,1000,1000,1
,13,1641,1646,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,14,1646,1649,1,0.04,1,0.01,1,0,42,42,0,,4,4,5,1
,15,1649,1655,1,0.04,1,0.01,1,0,43,43,0,,4,4,5,1
,16,1649,1652,1,0.08,1,0.01,1,0,44,44,0,,8,8,9,1
,17,1655,1656,1,0.04,1,0.01,1,0,45,45,0,,4,4,5,1
,18,1655,1658,1,0.04,1,0.01,1,0,46,46,0,,4,4,5,1
,19,1658,1659,1,0.02,1,0.01,1,0,47,47,0,,2,2,3,1
,20,1658,1660,1,0.05,1,0.01,1,0,48,48,0,,5,5,6,1
,21,1652,1653,1,0.04,1,0.01,1,0,49,49,0,,4,4,5,1
,22,1652,1654,1,0.04,1,0.01,1,0,50,50,0,,4,4,5,1
,23,1656,1665,1,0.45,1,0.01,1,0,51,51,0,,45,4,5,1
,24,1659,1666,1,0.45,1,0.01,1,13,52,52,0,,45,480,540,1
,25,1660,1667,1,0.45,1,0.01,1,13,53,53,0,,45,480,540,1
,26,1653,1668,1,0.45,1,0.01,1,13,54,54,0,,45,480,540,1
,27,1654,1669,1,0.45,1,0.01,1,13,55,55,0,,45,450,510,1
,28,1665,1674,1,0.04,1,0.01,1,0,56,56,0,,4,4,5,1
,29,1666,1674,1,0.05,1,0.01,1,0,57,57,0,,5,5,6,1
,30,1674,1678,1,0.08,1,0.01,1,0,58,58,0,,8,8,9,1
,31,1667,1672,1,0.04,1,0.01,1,0,59,59,0,,4,4,5,1
,32,1672,1678,1,0.08,1,0.01,1,0,60,60,0,,8,8,9,1
,33,1668,1670,1,0.04,1,0.01,1,0,61,61,0,,4,4,5,1
,34,1670,1672,1,0.04,1,0.01,1,0,62,62,0,,4,4,5,1
,35,1669,1670,1,0.05,1,0.01,1,0,63,63,0,,5,5,6,1
,36,1678,1680,1,0.04,1,0.01,1,0,64,64,0,,4,4,5,1
,37,1680,1686,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,38,1641,1686,1,1000,1,0.01,1,12,1000,1000,0,,1000,1000,1000,1
,39,1644,1646,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,40,1680,1682,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,41,1682,1685,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,42,1649,1646,0,0.04,1,0.01,1,0,14,14,0,,4,4,5,1
,43,1655,1649,0,0.04,1,0.01,1,0,15,15,0,,4,4,5,1
,44,1652,1649,0,0.08,1,0.01,1,0,16,16,0,,8,8,9,1
,45,1656,1655,0,0.04,1,0.01,1,0,17,17,0,,4,4,5,1
,46,1658,1655,0,0.04,1,0.01,1,0,18,18,0,,4,4,5,1
,47,1659,1658,0,0.02,1,0.01,1,0,19,19,0,,2,2,3,1
,48,1660,1658,0,0.05,1,0.01,1,0,20,20,0,,5,5,6,1
,49,1653,1652,0,0.04,1,0.01,1,0,21,21,0,,4,4,5,1
,50,1654,1652,0,0.04,1,0.01,1,0,22,22,0,,4,4,5,1
,51,1665,1656,0,0.45,1,0.01,1,0,23,23,0,,45,4,5,1
,52,1666,1659,0,0.45,1,0.01,1,13,24,24,0,,45,480,540,1
,53,1667,1660,0,0.45,1,0.01,1,13,25,25,0,,45,480,540,1
,54,1668,1653,0,0.45,1,0.01,1,13,26,26,0,,45,480,540,1
,55,1669,1654,0,0.45,1,0.01,1,13,27,27,0,,45,450,510,1
,56,1674,1665,0,0.04,1,0.01,1,0,28,28,0,,4,4,5,1
,57,1674,1666,0,0.05,1,0.01,1,0,29,29,0,,5,5,6,1
,58,1678,1674,0,0.08,1,0.01,1,0,30,30,0,,8,8,9,1
,59,1672,1667,0,0.04,1,0.01,1,0,31,31,0,,4,4,5,1
,60,1678,1672,0,0.08,1,0.01,1,0,32,32,0,,8,8,9,1
,61,1670,1668,0,0.04,1,0.01,1,0,33,33,0,,4,4,5,1
,62,1672,1670,0,0.04,1,0.01,1,0,34,34,0,,4,4,5,1
,63,1670,1669,0,0.05,1,0.01,1,0,35,35,0,,5,5,6,1
,64,1680,1678,0,0.04,1,0.01,1,0,36,36,0,,4,4,5,1
