name,link_id,from_node_id,to_node_id,direction,length,lanes,free_speed,capacity,link_type,same_link_id,oppo_link_id,local_y,display_sequence,second,minTT,maxTT,headway
,0,1701,1695,0,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,1,1699,1701,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,2,1703,1701,0,0.04,1,0.01,1,0,39,39,0,,4,4,5,1
,3,1714,1703,0,0.04,1,0.01,1,0,40,40,0,,4,4,5,1
,4,1715,1714,0,0.04,1,0.01,1,0,41,41,0,,4,4,5,1
,5,1712,1714,0,0.05,1,0.01,1,0,42,42,0,,5,5,6,1
,6,1706,1703,0,0.08,1,0.01,1,0,43,43,0,,8,8,9,1
,7,1711,1706,0,0.04,1,0.01,1,0,44,44,0,,4,4,5,1
,8,1708,1706,0,0.04,1,0.01,1,0,45,45,0,,4,4,5,1
,9,1710,1708,0,0.04,1,0.01,1,0,46,46,0,,4,4,5,1
,10,1709,1708,0,0.05,1,0.01,1,0,47,47,0,,5,5,6,1
,11,1719,1709,0,0.45,1,0.01,1,13,48,48,0,,45,450,510,1
,12,1720,1710,0,0.45,1,0.01,1,13,49,49,0,,45,480,540,1
,13,1721,1711,0,0.45,1,0.01,1,13,50,50,0,,45,480,540,1
,14,1722,1712,0,0.45,1,0.01,1,13,51,51,0,,45,480,540,1
,15,1723,1715,0,0.45,1,0.01,1,0,52,52,0,,45,4,5,1
,16,1724,1719,0,0.05,1,0.01,1,0,53,53,0,,5,5,6,1
,17,1724,1720,0,0.04,1,0.01,1,0,54,54,0,,4,4,5,1
,18,1733,1724,0,0.08,1,0.01,1,0,55,55,0,,8,8,9,1
,19,1733,1728,0,0.04,1,0.01,1,0,56,56,0,,4,4,5,1
,20,1728,1726,0,0.04,1,0.01,1,0,57,57,0,,4,4,5,1
,21,1726,1721,0,0.05,1,0.01,1,0,58,58,0,,5,5,6,1
,22,1726,1722,0,0.04,1,0.01,1,0,59,59,0,,4,4,5,1
,23,1728,1723,0,0.04,1,0.01,1,0,60,60,0,,4,4,5,1
,24,1736,1733,0,0.04,1,0.01,1,0,61,61,0,,4,4,5,1
,25,1736,1738,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,26,1741,1736,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,27,1741,1695,0,1000,1,0.01,1,12,1000,1000,0,,1000,1000,1000,1
,28,1696,1699,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,29,1699,1716,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,30,1716,1717,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,31,1716,1718,1,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,32,1717,1730,1,0.45,1,0.01,1,0,1000,1000,0,,45,4,5,1
,33,1718,1731,1,0.45,1,0.01,1,13,1000,1000,0,,45,480,540,1
,34,1730,1732,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,35,1731,1732,1,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,36,1732,1738,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,37,1738,1742,1,0.08,1,0.01,1,0,1000,1000,0,,8,8,9,1
,38,1696,1742,1,1000,1,0.01,1,12,1000,1000,0,,1000,1000,1000,1
,39,1701,1703,1,0.04,1,0.01,1,0,2,2,0,,4,4,5,1
,40,1703,1714,1,0.04,1,0.01,1,0,3,3,0,,4,4,5,1
,41,1714,1715,1,0.04,1,0.01,1,0,4,4,0,,4,4,5,1
,42,1714,1712,1,0.05,1,0.01,1,0,5,5,0,,5,5,6,1
,43,1703,1706,1,0.08,1,0.01,1,0,6,6,0,,8,8,9,1
,44,1706,1711,1,0.04,1,0.01,1,0,7,7,0,,4,4,5,1
,45,1706,1708,1,0.04,1,0.01,1,0,8,8,0,,4,4,5,1
,46,1708,1710,1,0.04,1,0.01,1,0,9,9,0,,4,4,5,1
,47,1708,1709,1,0.05,1,0.01,1,0,10,10,0,,5,5,6,1
,48,1709,1719,1,0.45,1,0.01,1,13,11,11,0,,45,450,510,1
,49,1710,1720,1,0.45,1,0.01,1,13,12,12,0,,45,450,510,1
,50,1711,1721,1,0.45,1,0.01,1,13,13,13,0,,45,480,540,1
,51,1712,1722,1,0.45,1,0.01,1,13,14,14,0,,45,480,540,1
,52,1715,1723,1,0.45,1,0.01,1,0,15,15,0,,45,4,5,1
,53,1719,1724,1,0.05,1,0.01,1,0,16,16,0,,5,5,6,1
,54,1720,1724,1,0.04,1,0.01,1,0,17,17,0,,4,4,5,1
,55,1724,1733,1,0.08,1,0.01,1,0,18,18,0,,8,8,9,1
,56,1728,1733,1,0.04,1,0.01,1,0,19,19,0,,4,4,5,1
,57,1726,1728,1,0.04,1,0.01,1,0,20,20,0,,4,4,5,1
,58,1721,1726,1,0.05,1,0.01,1,0,21,21,0,,5,5,6,1
,59,1722,1726,1,0.04,1,0.01,1,0,22,22,0,,4,4,5,1
,60,1723,1728,1,0.04,1,0.01,1,0,23,23,0,,4,4,5,1
,61,1733,1736,1,0.04,1,0.01,1,0,24,24,0,,4,4,5,1
