agent_no,node_name,node_time
0,W6-B,0
0,W6-5,18
0,W6-5,18
0,W6-5,258
0,W6-5,258
0,W6-A,300
1,W6-B,360
1,W6-5,378
1,W6-5,378
1,W6-5,618
1,W6-5,618
1,W6-A,660
2,W6-A,1560
2,W6-2,1581
2,W6-2,1581
2,W6-2,1821
2,W6-2,1821
2,W6-B,1860
3,W6-A,1920
3,W6-2,1941
3,W6-2,1941
3,W6-2,2181
3,W6-2,2181
3,W6-B,2220
4,W6-A,2280
4,W6-2,2301
4,W6-2,2301
4,W6-2,2541
4,W6-2,2541
4,W6-B,2580
5,W6-A,2640
5,W6-2,2661
5,W6-2,2661
5,W6-2,2901
5,W6-2,2901
5,W6-B,2940
0,W7-B,780
0,W7-5,798
0,W7-5,798
0,W7-5,1038
0,W7-5,1038
0,W7-A,1080
1,W7-B,1140
1,W7-5,1158
1,W7-5,1158
1,W7-5,1398
1,W7-5,1398
1,W7-A,1440
2,W7-A,780
2,W7-1,795
2,W7-1,795
2,W7-1,1035
2,W7-1,1035
2,W7-B,1080
3,W7-A,1140
3,W7-1,1155
3,W7-1,1155
3,W7-1,1395
3,W7-1,1395
3,W7-B,1440
4,W7-A,1500
4,W7-1,1515
4,W7-1,1515
4,W7-1,1755
4,W7-1,1755
4,W7-B,1800
5,W7-A,1860
5,W7-1,1875
5,W7-1,1875
5,W7-1,2115
5,W7-1,2115
5,W7-B,2160
0,W8-B,1560
0,W8-5,1569
0,W8-5,1569
0,W8-5,1809
0,W8-5,1809
0,W8-A,1860
1,W8-B,1920
1,W8-5,1929
1,W8-5,1929
1,W8-5,2169
1,W8-5,2169
1,W8-A,2220
2,W8-A,0
2,W8-II,9
2,W8-II,9
2,W8-II,249
2,W8-II,249
2,W8-B,300
3,W8-A,360
3,W8-II,369
3,W8-II,369
3,W8-II,609
3,W8-II,609
3,W8-B,660
4,W8-A,720
4,W8-II,729
4,W8-II,729
4,W8-II,969
4,W8-II,969
4,W8-B,1020
5,W8-A,1080
5,W8-II,1089
5,W8-II,1089
5,W8-II,1329
5,W8-II,1329
5,W8-B,1380
