agent_no,node_name,node_time
0,W6-A,2520
0,W6-2,2540
0,W6-2,2540
0,W6-2,3020
0,W6-2,3020
0,W6-B,3060
1,W6-A,2700
1,W6-1,2721
1,W6-1,2721
1,W6-1,3201
1,W6-1,3201
1,W6-B,3240
2,W6-B,300
2,W6-5,321
2,W6-5,321
2,W6-5,801
2,W6-5,801
2,W6-A,840
4,W6-A,3660
4,W6-2,3680
4,W6-2,3680
4,W6-2,4160
4,W6-2,4160
4,W6-B,4200
5,W6-A,3840
5,W6-1,3861
5,W6-1,3861
5,W6-1,4341
5,W6-1,4341
5,W6-B,4380
0,W8-A,0
0,W8-II,12
0,W8-II,12
0,W8-II,492
0,W8-II,492
0,W8-B,540
1,W8-A,180
1,W8-1,193
1,W8-1,193
1,W8-1,673
1,W8-1,673
1,W8-B,720
2,W8-B,2820
2,W8-5,2833
2,W8-5,2833
2,W8-5,3313
2,W8-5,3313
2,W8-A,3360
4,W8-A,1140
4,W8-II,1152
4,W8-II,1152
4,W8-II,1632
4,W8-II,1632
4,W8-B,1680
5,W8-A,1320
5,W8-1,1333
5,W8-1,1333
5,W8-1,1813
5,W8-1,1813
5,W8-B,1860
0,W7-A,1020
0,W7-1,1043
0,W7-1,1043
0,W7-1,1523
0,W7-1,1523
0,W7-B,1560
1,W7-A,1200
1,W7-4,1224
1,W7-4,1224
1,W7-4,1704
1,W7-4,1704
1,W7-B,1740
2,W7-B,1800
2,W7-4,1829
2,W7-4,1829
2,W7-4,2309
2,W7-4,2309
2,W7-A,2340
4,W7-A,2160
4,W7-1,2183
4,W7-1,2183
4,W7-1,2663
4,W7-1,2663
4,W7-B,2700
