agent_no,node_name,node_time
0,W6-A,2520
0,W6-2,2540
0,W6-2,2540
0,W6-2,3020
0,W6-2,3020
0,W6-B,3060
1,W6-A,3360
1,W6-2,3380
1,W6-2,3380
1,W6-2,3860
1,W6-2,3860
1,W6-B,3900
2,W6-B,0
2,W6-5,21
2,W6-5,21
2,W6-5,501
2,W6-5,501
2,W6-A,540
3,W6-A,3600
3,W6-1,3621
3,W6-1,3621
3,W6-1,4101
3,W6-1,4101
3,W6-B,4140
5,W6-A,4200
5,W6-2,4220
5,W6-2,4220
5,W6-2,4700
5,W6-2,4700
5,W6-B,4740
0,W8-A,0
0,W8-II,12
0,W8-II,12
0,W8-II,492
0,W8-II,492
0,W8-B,540
1,W8-A,840
1,W8-II,852
1,W8-II,852
1,W8-II,1332
1,W8-II,1332
1,W8-B,1380
2,W8-B,2520
2,W8-5,2533
2,W8-5,2533
2,W8-5,3013
2,W8-5,3013
2,W8-A,3060
3,W8-A,1080
3,W8-1,1093
3,W8-1,1093
3,W8-1,1573
3,W8-1,1573
3,W8-B,1620
5,W8-A,1680
5,W8-II,1692
5,W8-II,1692
5,W8-II,2172
5,W8-II,2172
5,W8-B,2220
0,W7-A,1020
0,W7-1,1043
0,W7-1,1043
0,W7-1,1523
0,W7-1,1523
0,W7-B,1560
1,W7-A,1860
1,W7-1,1883
1,W7-1,1883
1,W7-1,2363
1,W7-1,2363
1,W7-B,2400
2,W7-B,1500
2,W7-4,1525
2,W7-4,1525
2,W7-4,2005
2,W7-4,2005
2,W7-A,2040
3,W7-A,2100
3,W7-4,2130
3,W7-4,2130
3,W7-4,2610
3,W7-4,2610
3,W7-B,2640
5,W7-A,2700
5,W7-1,2723
5,W7-1,2723
5,W7-1,3203
5,W7-1,3203
5,W7-B,3240
