agent_no,node_name,node_time
0,W6-A,2520
0,W6-2,2540
0,W6-2,2540
0,W6-2,3020
0,W6-2,3020
0,W6-B,3060
1,W6-A,2700
1,W6-1,2721
1,W6-1,2721
1,W6-1,3201
1,W6-1,3201
1,W6-B,3240
2,W6-B,420
2,W6-5,441
2,W6-5,441
2,W6-5,921
2,W6-5,921
2,W6-A,960
4,W6-A,3780
4,W6-2,3800
4,W6-2,3800
4,W6-2,4280
4,W6-2,4280
4,W6-B,4320
5,W6-A,4020
5,W6-1,4041
5,W6-1,4041
5,W6-1,4521
5,W6-1,4521
5,W6-B,4560
0,W8-A,0
0,W8-II,12
0,W8-II,12
0,W8-II,492
0,W8-II,492
0,W8-B,540
1,W8-A,180
1,W8-1,193
1,W8-1,193
1,W8-1,673
1,W8-1,673
1,W8-B,720
2,W8-B,2940
2,W8-5,2953
2,W8-5,2953
2,W8-5,3433
2,W8-5,3433
2,W8-A,3480
4,W8-A,1260
4,W8-II,1272
4,W8-II,1272
4,W8-II,1752
4,W8-II,1752
4,W8-B,1800
5,W8-A,1500
5,W8-1,1513
5,W8-1,1513
5,W8-1,1993
5,W8-1,1993
5,W8-B,2040
0,W7-A,1020
0,W7-1,1043
0,W7-1,1043
0,W7-1,1523
0,W7-1,1523
0,W7-B,1560
1,W7-A,1200
1,W7-4,1224
1,W7-4,1224
1,W7-4,1704
1,W7-4,1704
1,W7-B,1740
2,W7-B,1920
2,W7-4,1945
2,W7-4,1945
2,W7-4,2425
2,W7-4,2425
2,W7-A,2460
4,W7-A,2280
4,W7-1,2303
4,W7-1,2303
4,W7-1,2783
4,W7-1,2783
4,W7-B,2820
5,W7-A,2520
5,W7-4,2550
5,W7-4,2550
5,W7-4,3030
5,W7-4,3030
5,W7-B,3060
