agent_no,node_name,node_time
0,W6-A,2520
0,W6-2,2540
0,W6-2,2540
0,W6-2,3020
0,W6-2,3020
0,W6-B,3060
2,W6-B,0
2,W6-5,21
2,W6-5,21
2,W6-5,501
2,W6-5,501
2,W6-A,540
4,W6-A,2700
4,W6-1,2721
4,W6-1,2721
4,W6-1,3201
4,W6-1,3201
4,W6-B,3240
5,W6-A,3240
5,W6-2,3260
5,W6-2,3260
5,W6-2,3740
5,W6-2,3740
5,W6-B,3780
0,W8-A,0
0,W8-II,12
0,W8-II,12
0,W8-II,492
0,W8-II,492
0,W8-B,540
2,W8-B,2520
2,W8-5,2533
2,W8-5,2533
2,W8-5,3013
2,W8-5,3013
2,W8-A,3060
4,W8-A,180
4,W8-1,193
4,W8-1,193
4,W8-1,673
4,W8-1,673
4,W8-B,720
5,W8-A,720
5,W8-II,732
5,W8-II,732
5,W8-II,1212
5,W8-II,1212
5,W8-B,1260
0,W7-A,1020
0,W7-1,1043
0,W7-1,1043
0,W7-1,1523
0,W7-1,1523
0,W7-B,1560
4,W7-A,1200
4,W7-4,1224
4,W7-4,1224
4,W7-4,1704
4,W7-4,1704
4,W7-B,1740
5,W7-A,1740
5,W7-1,1763
5,W7-1,1763
5,W7-1,2243
5,W7-1,2243
5,W7-B,2280
