agent_no,node_name,node_time
0,W1-A,4680
0,W1-1,4714
0,W1-1,4714
0,W1-1,5104
0,W1-1,5104
0,W1-B,5160
1,W1-A,4980
1,W1-2,5014
1,W1-2,5014
1,W1-2,5404
1,W1-2,5404
1,W1-B,5460
2,W1-A,5880
2,W1-1,5914
2,W1-1,5914
2,W1-1,6304
2,W1-1,6304
2,W1-B,6360
3,W1-A,6060
3,W1-2,6094
3,W1-2,6094
3,W1-2,6484
3,W1-2,6484
3,W1-B,6540
4,W1-A,6240
4,W1-5,6264
4,W1-5,6264
4,W1-5,6684
4,W1-5,6684
4,W1-B,6720
5,W1-A,7140
5,W1-1,7174
5,W1-1,7174
5,W1-1,7564
5,W1-1,7564
5,W1-B,7620
6,W1-A,7320
6,W1-2,7354
6,W1-2,7354
6,W1-2,7744
6,W1-2,7744
6,W1-B,7800
7,W1-A,7620
7,W1-1,7654
7,W1-1,7654
7,W1-1,8044
7,W1-1,8044
7,W1-B,8100
8,W1-A,8520
8,W1-1,8554
8,W1-1,8554
8,W1-1,8944
8,W1-1,8944
8,W1-B,9000
9,W1-A,8700
9,W1-2,8734
9,W1-2,8734
9,W1-2,9124
9,W1-2,9124
9,W1-B,9180
10,W1-A,9000
10,W1-1,9034
10,W1-1,9034
10,W1-1,9424
10,W1-1,9424
10,W1-B,9480
11,W1-A,9900
11,W1-1,9934
11,W1-1,9934
11,W1-1,10324
11,W1-1,10324
11,W1-B,10380
12,W1-A,10080
12,W1-2,10114
12,W1-2,10114
12,W1-2,10504
12,W1-2,10504
12,W1-B,10560
13,W1-A,10260
13,W1-5,10284
13,W1-5,10284
13,W1-5,10704
13,W1-5,10704
13,W1-B,10740
14,W1-A,11160
14,W1-1,11194
14,W1-1,11194
14,W1-1,11584
14,W1-1,11584
14,W1-B,11640
15,W1-A,11340
15,W1-2,11374
15,W1-2,11374
15,W1-2,11764
15,W1-2,11764
15,W1-B,11820
16,W1-A,11640
16,W1-1,11674
16,W1-1,11674
16,W1-1,12064
16,W1-1,12064
16,W1-B,12120
17,W1-A,12540
17,W1-1,12574
17,W1-1,12574
17,W1-1,12964
17,W1-1,12964
17,W1-B,13020
18,W1-B,0
18,W1-8,24
18,W1-8,24
18,W1-8,414
18,W1-8,414
18,W1-A,480
19,W1-B,180
19,W1-2,214
19,W1-2,214
19,W1-2,604
19,W1-2,604
19,W1-A,660
20,W1-B,480
20,W1-8,504
20,W1-8,504
20,W1-8,894
20,W1-8,894
20,W1-A,960
21,W1-B,1440
21,W1-8,1464
21,W1-8,1464
21,W1-8,1854
21,W1-8,1854
21,W1-A,1920
22,W1-B,1620
22,W1-2,1654
22,W1-2,1654
22,W1-2,2044
22,W1-2,2044
22,W1-A,2100
23,W1-B,1920
23,W1-8,1944
23,W1-8,1944
23,W1-8,2334
23,W1-8,2334
23,W1-A,2400
24,W1-B,3000
24,W1-8,3024
24,W1-8,3024
24,W1-8,3414
24,W1-8,3414
24,W1-A,3480
25,W1-B,3180
25,W1-2,3214
25,W1-2,3214
25,W1-2,3604
25,W1-2,3604
25,W1-A,3660
26,W1-B,4380
26,W1-8,4404
26,W1-8,4404
26,W1-8,4794
26,W1-8,4794
26,W1-A,4860
27,W1-B,5640
27,W1-8,5664
27,W1-8,5664
27,W1-8,6054
27,W1-8,6054
27,W1-A,6120
28,W1-B,7020
28,W1-8,7044
28,W1-8,7044
28,W1-8,7434
28,W1-8,7434
28,W1-A,7500
29,W1-B,7320
29,W1-5,7346
29,W1-5,7346
29,W1-5,7766
29,W1-5,7766
29,W1-A,7800
30,W1-B,8280
30,W1-8,8304
30,W1-8,8304
30,W1-8,8694
30,W1-8,8694
30,W1-A,8760
31,W1-B,9240
31,W1-8,9264
31,W1-8,9264
31,W1-8,9654
31,W1-8,9654
31,W1-A,9720
32,W1-B,9660
32,W1-5,9686
32,W1-5,9686
32,W1-5,10106
32,W1-5,10106
32,W1-A,10140
33,W1-B,10620
33,W1-8,10644
33,W1-8,10644
33,W1-8,11034
33,W1-8,11034
33,W1-A,11100
34,W1-B,11160
34,W1-8,11184
34,W1-8,11184
34,W1-8,11574
