name,link_id,from_node_id,to_node_id,direction,length,lanes,free_speed,capacity,link_type,same_link_id,oppo_link_id,local_y,display_sequence,second,minTT,maxTT,headway
,0,1819,1817,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,1,1823,1819,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,2,1821,1822,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,3,1822,1823,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,4,1824,1823,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,5,1826,1824,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,6,1829,1826,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,7,1827,1826,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,8,1828,1827,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,9,1830,1828,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,10,1831,1828,0,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,11,1839,1831,0,0.45,1,0.01,1,13,1000,1000,0,,180,120,240,1
,12,1838,1830,0,0.45,1,0.01,1,13,1000,1000,0,,180,120,240,1
,13,1837,1829,0,0.45,1,0.01,1,0,1000,1000,0,,45,5,5,1
,14,1840,1839,0,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,15,1840,1838,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,16,1842,1841,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,17,1841,1840,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,18,1842,1837,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,19,1844,1842,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,20,1846,1844,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,21,1846,1847,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,22,1847,1848,0,0.02,1,0.01,1,0,1000,1000,0,,2,2,3,1
,23,1849,1846,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,24,1851,1849,0,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,25,1851,1817,0,1000,1,0.01,1,12,1000,1000,0,,1000,10000,10000,1
,26,1818,1820,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,27,1820,1821,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,28,1821,1825,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,29,1825,1832,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,30,1832,1833,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,31,1832,1834,1,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,32,1833,1835,1,0.45,1,0.01,1,0,1000,1000,0,,45,5,5,1
,33,1834,1836,1,0.45,1,0.01,1,13,1000,1000,0,,180,120,240,1
,34,1835,1843,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,35,1836,1843,1,0.05,1,0.01,1,0,1000,1000,0,,5,5,6,1
,36,1843,1845,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,37,1845,1848,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,38,1848,1850,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,39,1850,1852,1,0.04,1,0.01,1,0,1000,1000,0,,4,4,5,1
,40,1818,1852,1,1000,1,0.01,1,12,1000,1000,0,,1000,10000,10000,1
